#********************************************************
# 【明】── 用以校勘版本
#　＝　 ── 作
#　－　 ── 無
#　＋　 ── 有
#　＊　 ── 下同
#　…　 ── 略
#　◎　 ── 異同
#　∞　 ── 位置對調
# （）　── 與＋配合使用
# 〔〕　── 與－配合使用
#　ｉ　 ── 原底本註記應作（原為日文[仁-二]）
#　ｋ　 ── 原底本註記疑似（原為日文[力]）
#　？　 ── 原校對者疑似有誤
#  ●   ── 原書印刷不清
#  ★   ── 找不到源頭的＊
#********************************************************
[000101]01 〔四阿鋡暮抄〕－【宮】
[054122]22 從＝作【石】
[054123]23 〔多〕－【三】【宮】【聖乙】
[054124]24 〔乃至正憶念〕－【宮】
<054104>＊ 〔深〕－【三】【宮】
[054125]25 〔有〕－【聖乙】【石】
<054105>＊ 〔是〕－【三】【宮】
[054126]26 〔深〕－【三】【宮】
[054127]27 受＋（持）【聖乙】
[054128]28 〔寶〕－【宮】【聖】【聖乙】
<054106>＊ 書＝盡【聖】
[054129]29 〔人〕－【聖乙】
<054107>＊ 〔深〕－【宋】【宮】
[054130]30 新＝雜【聖乙】
[054131]31 〔深〕－【三】【宮】
[054132]32 是＝若【聖乙】
[054133]33 禪＋（定）【聖乙】
<054201>＊ 〔深〕－【三】【宮】
<054202>＊ 〔論〕－【宋】【宮】【聖乙】
[054201]01 邪＝耶【聖】【聖乙】＊
[054202]02 〔得〕－【聖乙】
[054203]03 受＝授【明】
[054204]04 廣＝魔【聖】【聖乙】【石】
[054205]05 （不）＋證【石】
[054206]06 似＝以【聖乙】
[054207]07 名＝多【聖】
[054208]08 雖＝離【聖】
[054209]09 信心＝心信【聖乙】【石】
[054210]10 價寶＝賈【聖乙】
<054203>＊ 減＝咸【聖】
[054211]11 憎＝壞【聖】
[054212]12 賊＝賤【聖】
[054213]13 瓦石＝在色【聖】
[054214]14 呰＝訾【三】【宮】【聖】＊
<054204>＊ 呰＝訾【三】【宮】【聖】
[054215]15 〔壞〕－【聖乙】
[054216]16 〔故〕－【三】【宮】
[054217]17 但＝恆【聖】
[054218]18 三＋（寶）【聖乙】【石】
<054205>＊ 邪＝耶【聖】【聖乙】
[054219]19 〔定〕－【聖乙】【石】
[054220]20 軟＝濡【宮】【石】
[054221]21 初＋（心）【聖】
[054222]22 身＋（命）【聖】
[054223]23 繞＝嬈【聖乙】
[054224]24 然＝燃【聖乙】
[054225]25 念＋（釋四十六品竟）【聖乙】【石】
[054226]26 〔大智度論〕－【明】，（（大智…八））十二字＝（（大智度論釋第四十八品上佛母品））十四字【宮】，（（大智度論釋第四十七品上報恩品））十四字【聖】，（（摩訶般若波羅蜜佛母品四十七））十三字【聖乙】，（（摩訶般若波羅蜜品第四十七佛母品））十五字【石】
[054227]27 八＋（品上）【宋】，（上）【元】，（之上）【明】
<054206>＊ 〔經〕－【宋】【宮】【聖】
[054228]28 〔若三十〕－【聖】【聖乙】
[054229]29 安＋（隱）【聖乙】
[054230]30 蚊＝蛟【宋】，蚤【宮】
[054231]31 虻蛇蚖＝蠶蛇蛇【聖】
[054232]32 是＝見【聖】＊
<054207>＊ 是＝見【聖】
[054233]33 〔如是〕－【三】【宮】【聖】
[054234]34 今＝令【聖】
[054301]01 〔是〕－【宋】【宮】
[054302]02 〔中〕－【聖】【宮】
[054303]03 〔五眾〕－【三】【宮】
[054304]04 減＝咸【聖乙】
[054305]05 〔相〕－【聖】
[054306]06 壞＋（相如是示）【元】【明】【聖】【聖乙】
[054307]07 性法＝法性【元】【明】【聖乙】
[054308]08 色＝名【聖】
[054309]09 〔無〕－【宋】【宮】
[054310]10 （種）＋智【三】【宮】【聖】【石】
[054311]11 （種）＋智【元】【明】，智＋（種）【石】
[054312]12 〔是〕－【宮】【聖】【聖乙】
[054313]13 〔想〕－【明】
[054314]14 （若）＋非【明】【聖乙】
[054315]15 （是）＋亂【聖】
[054316]16 故知＝知故【宋】【宮】，故智【聖】
[054317]17 盡＝書【聖】
[054318]18 〔則〕－【三】【宮】
[054319]19 不瞋心∞癡心【聖乙】【石】
[054320]20 不瞋心∞癡心【聖乙】【石】
[054321]21 〔無〕－【聖】
[054322]22 何＋（知）【聖乙】【石】
[054323]23 知＝智【聖】＊
<054301>＊ 減＝咸【聖】
[054324]24 〔誰〕－【三】【宮】【聖】
[054325]25 狹＝使【聖乙】
[054326]26 （亦）＋如【三】【宮】
[054327]27 〔相〕－【宋】【宮】
<054302>＊ 〔論〕－【宋】【宮】【聖乙】
[054401]01 陀＝多【三】【宮】【石】
[054402]02 （喜）＋書【聖】
[054403]03 壞＝故【聖】
[054404]04 〔諸〕－【聖乙】
[054405]05 雖＝數【聖】
[054406]06 止＝正【三】【宮】【聖】【聖乙】
[054407]07 （有）＋異【聖乙】【石】
[054408]08 （作）＋法【聖】【石】
[054409]09 枝＝被【聖】
[054410]10 事＝法【元】【明】
[054411]11 （廣）＋說【聖】【聖乙】【石】
[054412]12 〔不〕－【三】【宮】
[054413]13 餘＝敘【聖乙】
<054401>＊ 知＝智【聖】
[054414]14 〔若無色色〕－【石】
[054415]15 無量＋（無量）【聖乙】，（無邊）【石】
[054416]16 自＝白【聖乙】
[054417]17 億＝憶【三】【宮】
[054418]18 實＋（知）【聖】【聖乙】
[054419]19 （後）＋次【聖】【聖乙】，次＋（第）【聖】【聖乙】【石】
[054420]20 〔見〕－【聖】
[054421]21 以＝已【聖乙】
[054422]22 〔滅〕－【宋】【宮】
[054423]23 想＝相【聖】
[054424]24 念＝今【元】【明】【宮】【石】
[054425]25 門＝問【宮】
<054402>＊ 知＝智【聖】
[054426]26 心＋（染心）【聖】，（無染心）【聖乙】【石】
[054427]27 〔心〕－【聖】
[054428]28 時＝解【聖】
[054429]29 待＝侍【聖】
[054430]30 知＝如【聖】
[054431]31 減差＝咸善【聖】
[054432]32 〔自〕－【三】【宮】
[054433]33 減＝咸【聖乙】
[054501]01 所＝此【聖乙】
[054502]02 等＋（處）【三】【宮】
[054503]03 肉＝空【聖】【聖乙】
[054504]04 覺＝學【三】【宮】【聖】【聖乙】
[054505]05 〔所〕－【三】【宮】
<054501>＊ 知＝智【聖】
[054506]06 憶想＝憶念【聖乙】
[054507]07 作＋（相）【聖乙】【石】
[054508]08 ◎不分卷及品【聖乙】
[054509]09 九＋（釋第四十七品下訖第四十八品上）夾註【宋】【元】【宮】，上註第五字七宋本作上，九＋（釋第四十六品下訖第四十七品上）夾註【聖】
[054510]10 （（大智…十））十七字＝（（大智度論卷第七十釋第四十八品下佛母品訖四十九品））二十三字【宋】，（（大智度論卷第七十釋佛母品第四十八下訖四十九品））二十二字【元】，（（大智度論卷第七十釋佛母品第四十八之下））十八字【明】，（（大智度論卷第七十釋第四十八品下佛母品訖四十九品））二十三字【宮】，（（大智度經論釋第四十七品下，七十訖第四十八品））二十字【聖】，（（摩訶般若波羅蜜品四十七之餘卷七十））十六字【石】
<054502>＊ 〔聖者…譯〕十七字－【聖】【聖乙】【石】
<054503>＊ 後秦龜茲國三藏＝姚秦三藏法師【三】【宮】，〔後秦…譯〕十二字－【聖】【石】
[054511]11 ◎不分卷及品【聖乙】，〔經〕－【宋】【宮】【聖乙】＊
[054512]12 （諸）＋眾生【聖】【聖乙】【石】
[054513]13 〔非常〕－【聖】
[054514]14 是見＝見是【聖】
[054515]15 識＝行【聖】
[054516]16 〔常亦〕－【聖乙】
[054517]17 識＋（神及世間常是事實餘妄語是見依色）【元】【明】，識＋（神及）【聖乙】
[054518]18 因＝曰【聖】
[054519]19 〔相〕－【石】
[054520]20 〔相〕－【三】【宮】【聖】
[054521]21 （是）＋五【元】【明】【聖】【聖乙】
[054522]22 〔是〕－【三】【宮】＊
[054601]01 （有漏法）＋無【三】【宮】
[054602]02 （諸）＋法【三】【宮】【聖】【聖乙】＊
<054601>＊ （諸）＋法【三】【宮】【聖】【聖乙】
[054603]03 〔果〕－【聖乙】
[054604]04 〔論〕－【宋】【宮】【聖乙】
[054605]05 邪＝耶【聖】＊，【聖乙】
<054602>＊ 邪＝耶【聖】
[054606]06 是＝見【聖乙】
[054607]07 出沒＝沒出【聖乙】
<054603>＊ 邪＝耶【聖】
[054608]08 （為）＋出【元】【明】【聖乙】【石】
[054609]09 〔為〕－【三】【宮】【聖】【聖乙】【石】
[054610]10 渡＝度【聖】【聖乙】
<054604>＊ 邪＝耶【聖】
[054611]11 煖＝臑【聖乙】
[054612]12 實＋（相）【聖乙】【石】
[054613]13 〔五〕－【三】【宮】
[054614]14 利＝和【聖】
[054615]15 現有＝現在【聖】
[054616]16 常無常中＝無常中常【聖】
[054617]17 若＋（神）【元】【明】【聖乙】
[054618]18 〔非〕－【宋】【宮】
<054605>＊ 邪＝耶【聖】
[054619]19 眾＝種【明】
[054620]20 神＝種【聖】
<054606>＊ 邪＝耶【聖】
<054607>＊ 邪＝耶【聖】
[054621]21 相＝想【聖】
[054622]22 瓔珞＝纓絡【宋】【宮】【聖】【聖乙】
[054623]23 瓔珞＝纓絡【宋】【明】【宮】【聖】【聖乙】
[054624]24 〔無〕－【三】【宮】【聖】＊，【聖乙】【石】
[054625]25 〔始〕－【三】【宮】
[054626]26 （虛）＋空【三】【宮】
[054627]27 聲＝嚴【聖】
[054628]28 具＝俱【聖乙】
[054629]29 如＋（是）【三】【宮】
[054630]30 佉＝法【宋】
[054701]01 待＝侍【聖】，持【聖乙】
<054701>＊ 邪＝耶【聖】
[054702]02 止＝上【聖】
[054703]03 （計）＋如【聖】
[054704]04 米＝棗【三】【宮】，來【聖】，菜【聖乙】
[054705]05 （無）＋緣【聖】【聖乙】【石】
[054706]06 （無邊）＋者【聖】【聖乙】【石】
[054707]07 過＝邊【聖】
[054708]08 〔夫〕－【聖】
<054702>＊ 邪＝耶【聖】
[054709]09 說＝諸【聖乙】
<054703>＊ 邪＝耶【聖】
<054704>＊ 邪＝耶【聖】
[054710]10 〔復〕－【三】【宮】【聖】
<054705>＊ 〔無〕－【三】【宮】【聖】
[054711]11 著＝善【聖】
[054712]12 法＋（捨不善法）【三】【石】，（捨不善界）【聖】【聖乙】
[054713]13 受＝授【明】＊
[054714]14 〔故皆…致〕八字－【三】【宮】
[054715]15 〔攝〕－【聖乙】【石】
[054716]16 槃＋（釋四十七品竟）夾註【聖乙】【石】
[054717]17 ◎卷第七十三終【聖乙】
[054718]18 〔大智度論〕－【明】，（（大智…九））十二字＝（（摩訶般若波羅蜜品第四十八問相品））十五字【石】
[054719]19 九＋（品，問相品）【宮】
[054720]20 〔經〕－【宋】【宮】＊
[054721]21 遙＝[這-言+羊]【聖】
[054722]22 〔深〕－【三】＊，【宮】
[054723]23 起＋（相）【石】
<054706>＊ 深〕－【三】
[054801]01 知＝有【元】【明】，〔知〕－【宮】
[054802]02 謂＋（知）【明】【石】，謂＝所謂相知【聖】
[054803]03 〔耶〕－【聖】
[054804]04 〔諸〕－【宋】【宮】
[054805]05 〔是〕－【聖】
[054806]06 （實）＋相【三】【宮】
[054807]07 〔是〕－【石】
[054808]08 嬈＝繞【聖】
[054809]09 〔論〕－【宋】【宮】＊
[054810]10 福＝種【聖】
[054811]11 （如）＋化【聖】
[054812]12 〔子〕－【三】【宮】
[054813]13 〔波羅蜜〕－【三】【宮】【聖】
[054814]14 〔所〕－【三】【宮】
[054815]15 〔深〕－【聖】
[054816]16 〔解〕－【三】【宮】
[054817]17 根＝相【聖】
[054818]18 別＝品【石】
[054819]19 〔竟〕－【宋】【宮】
[054820]20 者＝若【聖】
[054821]21 〔能〕－【石】
[054822]22 有＝所破【聖】
[054823]23 可不＝不可【元】【明】
[054824]24 〔如〕－【三】【宮】
[054825]25 生＝法【聖】
[054901]01 〔得〕－【聖】
[054902]02 〔無相〕－【石】
[054903]03 聞＝應【石】
[054904]04 〔是〕－【石】
[054905]05 住＝作【聖】＊
<054901>＊ 住＝作【聖】
[054906]06 〔諸〕－【石】
[054907]07 了現＝現了【元】【明】【石】，現子【聖】
[054908]08 知＝智【聖】＊
[054909]09 得＝德【石】
[054910]10 知＝智【石】
[054911]11 〔故〕－【聖】
<054902>＊ 〔經〕－【宋】【宮】
[054912]12 住＝行【宋】【宮】【聖】
[054913]13 正＝王【聖】
[054914]14 〔來〕－【石】
[054915]15 〔是〕－【宋】【宮】
[054916]16 〔亦〕－【三】【宮】
<054903>＊ 〔無〕－【三】【宮】【聖】
[054917]17 〔能〕－【三】【宮】
[054918]18 二＝一【宮】
[054919]19 共＝供【明】
[054920]20 （是）＋能【石】＊
[055001]01 （佛）＋世間【聖】
[055002]02 （佛）＋世間【聖】【石】
[055003]03 （復次須菩提般若波羅蜜示佛世間有法空云何示佛世間有法空示五眾世間有法空乃至一切種智世間有法空）＋復【聖】
[055004]04 有＝不【聖】
[055005]05 〔復次〕－【三】【宮】
<055001>＊ 〔論〕－【宋】【宮】
<055002>＊ 邪＝耶【聖】
<055003>＊ 邪＝耶【聖】
[055006]06 〔故〕－【石】
[055007]07 穩＝隱【宮】
[055008]08 免＝勉【石】
[055009]09 〔於〕－【三】【宮】
[055010]10 恐＝者怨【聖】
[055011]11 （無）＋相【石】
<055004>＊ 〔是〕－【三】【宮】
<055005>＊ 智★
[055012]12 佛示＝示佛【聖】
[055013]13 愛＝受【聖】
[055014]14 但＝俱【聖】
[055015]15 離＝雜【宋】【元】【宮】
[055016]16 〔波羅蜜〕－【石】
<055101>＊ 邪＝耶【聖】
<055102>＊ 邪＝耶【聖】
<055103>＊ 〔經〕－【宋】【宮】
[055101]01 稱＝耨【聖】
[055102]02 〔等〕－【聖】
[055103]03 （故）＋起【元】【明】＊
[055104]04 〔為不…起〕七字－【宋】【宮】
[055105]05 （故）＋為【元】【明】
<055104>＊ （故）＋起【元】【明】
<055105>＊ （故）＋起【元】【明】
<055106>＊ （故）＋起【元】【明】
[055106]06 〔事〕－【三】【宮】
[055107]07 稱＋（量）【元】【明】
[055108]08 〔不〕－【聖】＊
<055107>＊ 〔不〕－【聖】
[055109]09 〔中〕－【三】【宮】【聖】【石】
[055110]10 得＋（可得）【石】
[055111]11 智＋（可得）【三】【宮】，（不寧得）【聖】【石】
[055112]12 相＝想【三】【宮】，〔相〕－【石】
[055113]13 〔以〕－【宮】【聖】
[055114]14 〔亦〕－【聖】
[055115]15 〔得〕－【三】【宮】
<055108>＊ 受＝授【明】
<055109>＊ 〔論〕－【宋】【宮】
[055201]01 〔事〕－【宮】【聖】【石】
[055202]02 〔竟〕－【三】【宮】
[055203]03 等＋（等）【石】
[055204]04 疋＝比【元】【明】【石】
[055205]05 〔等〕－【聖】＊
[055206]06 等＋（等）【聖】
<055201>＊ 〔是〕－【三】【宮】
[055207]07 〔故〕－【三】【宮】
[055208]08 世界＝國土【石】＊
<055202>＊ 〔等〕－【聖】
[055209]09 疾＝疲【聖】【石】
[055210]10 知＝如【三】【宮】【聖】
[055211]11 得＝法【三】【宮】【聖】【石】
[055212]12 是＝此【石】
[055213]13 （所）＋可【石】
[055214]14 〔雖多…漏〕十二字－【三】【宮】
[055215]15 （雖）＋過【聖】
[055216]16 無生忍法＝無生法忍【聖】【石】
[055217]17 又＝人【聖】
<055203>＊ 受＝授【明】
[055218]18 受＝授【元】【明】＊，受記＋（者）【石】
<055204>＊ 受＝授【元】【明】
<055205>＊ 世界＝國土【石】
[055219]19 （經）＋論【石】
[055220]20 十＋（釋第四十八品下訖第四十九品）夾註【宋】【元】【宮】，（釋第四十七品下訖第四十八品）夾註【聖】，（釋第四十八品竟）【石】
[055221]21 （（大智…一））十六字＝（（摩訶般若波羅蜜品第四十九大事品七十一））十八字【石】題下有譬喻品善知識教發心品十字夾註
[055222]22 （（大事…十））七字＝（（釋成辨品第五十））七字【宋】，（（成辨品第五十））六字【元】【明】，題下宋本元本俱有夾註訖第五十三品六字明本有經作大事起成辨品八字，（（釋第五十品，訖第五十三品，成辨品））十四字【宮】，（（摩訶般若波羅蜜品第四十九大事興品））十六字【聖】
[055223]23 卷＋（第）【宮】
[055224]24 〔聖者…譯〕十七字－【聖】【石】
<055206>＊ 後秦龜茲國三藏＝姚秦三藏法師【三】【宮】，〔後秦…譯〕十二字－【聖】【石】
[055225]25 〔經〕－【宋】【宮】
[055301]01 〔是〕－【三】【宮】＊
[055302]02 〔諸〕－【三】【宮】
[055303]03 〔得〕－【三】【宮】
[055304]04 乃至＝斯陀含阿那含【聖】
[055305]05 持受＝受持【三】【聖】
[055306]06 〔深〕－【石】
[055307]07 〔去〕－【聖】
[055308]08 〔深〕－【三】【宮】
[055309]09 卻＝怯【三】【聖】【石】
[055310]10 〔終〕－【聖】
[055311]11 〔何〕－【聖】
[055312]12 持＝受【三】【宮】【聖】【石】
[055313]13 〔是〕－【宋】【元】
[055314]14 〔說〕－【三】【宮】
[055401]01 菩薩＋（摩訶薩）【聖】
[055402]02 （深）＋般若【聖】＊
[055403]03 （雖）＋聞【三】【聖】
<055401>＊ （深）＋般若【聖】
[055404]04 法＋（空）【三】【宮】
[055405]05 〔是〕－【石】＊
[055406]06 〔不〕－【元】【明】【聖】【石】
[055407]07 日＋（者）【三】【宮】
[055408]08 〔論〕－【宋】【宮】【聖】＊
[055409]09 （利）＋益【三】【宮】
[055410]10 子男＝男子【三】【宮】
[055411]11 耶＝也【三】【宮】
[055412]12 語＝說【三】【宮】【聖】
<055402>＊ 底★
[055413]13 常＝故【三】
[055414]14 含＝舍【明】
[055415]15 經＋（卷）【三】【宮】【聖】【石】
[055416]16 〔故五波羅蜜等諸法〕－【石】
<055403>＊ 〔是〕－【石】
[055417]17 仗＝枝【聖】，杖【石】
[055501]01 歎＝讚【聖】【石】
[055502]02 以＋故【聖】【石】
[055503]03 水＝流【聖】【石】
[055504]04 惟＝唯【三】【宮】【聖】【石】＊
[055505]05 實＝真【石】
[055506]06 〔波羅蜜〕－【聖】【石】
[055507]07 已＝以【聖】
[055508]08 〔而〕－【三】【宮】
[055509]09 渡＝度【聖】【石】
[055510]10 渡＝度【聖】【石】，渡＋（釋四十九品竟）【聖】【石】
[055511]11 〔大智度論〕－【明】，（（大智…一））十二字＝（（摩訶般若波羅蜜譬喻品第五十））十三字【聖】，（（摩訶般若波羅蜜品第五十譬喻品））十四字【石】
[055512]12 〔經〕－【宋】【宮】【聖】＊
[055513]13 岸＝圻【聖】下同
[055514]14 護＋（為深般若波羅蜜守護故乃至一切種智守護）【三】【聖】【石】
[055515]15 〔能〕－【聖】
[055516]16 世界＝國土【聖】【石】＊，聖本有傍註世界或本四字
[055517]17 能淨＝能淨佛【三】【宮】，淨佛【聖】【石】
<055501>＊ 世界＝國土【聖】【石】
[055518]18 估＝賈【元】【明】
[055519]19 是求＝求之【聖】
[055601]01 （有）＋人【三】【宮】
[055602]02 忍持＝忍辱【元】【明】【聖】，忍【石】
[055603]03 風冷＝冷風【聖】
[055604]04 或＋（有）【三】【聖】
[055605]05 提＋（心）【三】【宮】
<055601>＊ 〔論〕－【宋】【宮】【聖】
[055606]06 邪＝耶【聖】＊
[055607]07 若＋（人）【三】【宮】【聖】
[055608]08 沮＝俎【宋】【宮】【聖】
[055609]09 〔自〕－【三】【宮】
[055610]10 火＝水【三】【宮】
[055611]11 船＋（船）【三】【宮】
[055612]12 乖＝永【聖】【石】
<055602>＊ 邪＝耶【聖】
<055603>＊ 邪＝耶【聖】
<055604>＊ 〔經〕－【宋】【宮】【聖】
[055613]13 〔須菩提〕－【三】【宮】
[055614]14 我施是物＝我以是物施【聖】，但有我施是物四字傍註
[055615]15 〔辱〕－【三】【宮】
[055616]16 禪＋（定）【聖】【石】
[055617]17 〔定〕－【三】【宮】
[055618]18 〔羅〕－【三】【宮】
[055701]01 〔故〕－【三】【宮】【聖】＊
[055702]02 〔守〕－【三】【宮】
[055703]03 〔施〕－【三】【宮】
[055704]04 〔憶想〕－【三】【宮】
[055705]05 婆＝波【石】
<055701>＊ 〔論〕－【宋】【宮】【聖】
[055706]06 〔釋曰〕－【三】【宮】【聖】
[055707]07 道＋（釋第五十品竟）【聖】【石】
[055708]08 〔大智度論〕－【明】，（（大智…二））十三字＝（（摩訶般若波羅蜜智識教發心品第五十一））十七字【聖】，（（摩訶般若波羅蜜品第五十一善智識教發心品））十九字【石】
[055709]09 〔度〕－【宋】【宮】＊
[055710]10 〔善〕－【三】【明】
[055711]11 二＋（經作善智識品）細註【明】，二＋（品）【宮】
<055702>＊ 〔經〕－【宋】【宮】【聖】
[055712]12 〔不取〕－【三】【宮】，不取＝取不【聖】
[055713]13 果＋（者）【三】【宮】
[055714]14 （自）＋性【三】【聖】【石】
<055703>＊ 〔論〕－【宋】【宮】【聖】
[055715]15 〔實〕－【三】【宮】
[055801]01 德＋（說）【元】【明】
[055802]02 凡夫＝凡人【三】【宮】，凡夫人【聖】
<055801>＊ 〔經〕－【宋】【宮】【聖】
<055802>＊ 〔故〕－【三】【宮】【聖】
[055803]03 〔安〕－【聖】
[055804]04 愁＝苦【聖】【石】
[055805]05 〔若〕－【聖】【石】
[055806]06 如＋（是）【聖】
[055807]07 得＝行【三】【宮】
[055808]08 卻＝怯【三】
<055803>＊ 〔是〕－【石】
[055809]09 〔名〕－【三】【宮】
[055810]10 寶＝實【聖】
[055811]11 導＝道【聖】
[055812]12 〔故發…心〕十二字－【三】【宮】，〔故〕－【聖】
[055901]01 處＝入【聖】＊
<055901>＊ 〔論〕－【宋】【宮】【聖】
[055902]02 穩＝隱【宮】下同
<055902>＊ 穩＝隱【宮】
<055903>＊ 穩＝隱【宮】
[055903]03 期＝其【石】
<055904>＊ 惟＝唯【三】【宮】【聖】【石】
<055905>＊ 邪＝耶【聖】
[055904]04 歸＋（依）【明】
[055905]05 〔有〕－【三】【宮】
[055906]06 （亦無）＋凡【三】【宮】
[055907]07 四流＋（等）【聖】【石】
[055908]08 ◎卷第七十一終，導＋（大智度經論卷第七十一）【石】
[055909]09 ◎卷第七十二首【石】，（摩訶般若波羅蜜品第五十一之餘卷第七十二[臨-臣+馬]知品大如品）＋經【石】
<055906>＊ 〔經〕－【宋】【宮】【聖】
[055910]10 〔何〕－【聖】
[055911]11 相＝想【聖】
[055912]12 〔是〕－【聖】
[055913]13 非＝不【三】【宮】
[055914]14 起＝趣【三】【宮】，【聖】【石】＊
<055907>＊ 起＝趣【聖】【石】
[055915]15 （如）＋夢【三】【宮】【聖】【石】
[055916]16 嚮＝響【三】【宮】
[055917]17 〔趣〕－【元】【明】【聖】【石】
[055918]18 〔不舉…故〕三十字－【宮】
[055919]19 〔可〕－【石】
[055920]20 〔不來不去中〕－【宮】【石】
[055921]21 不可得＝中無來無去【宮】【石】
[055922]22 起＋（者）【三】【宮】
[055923]23 作＋（者）【三】【宮】【聖】【石】
[055924]24 〔當〕－【三】【宮】
[056001]01 〔有〕－【明】【聖】
[056002]02 （有）＋常【石】
[056003]03 得＋（故）【三】【宮】【聖】
[056004]04 〔故〕－【聖】【石】
[056005]05 純＝淳【聖】【石】
[056006]06 〔萬〕－【宋】【宮】
[056007]07 貌＝[卄/狠]【聖】＊
[056008]08 瞋＝恚【聖】
<056001>＊ 貌＝[卄/狠]【聖】
<056002>＊ 〔論〕－【宋】【宮】【聖】
[056009]09 是＋（乃至品竟）【三】【宮】【聖】【石】
[056010]10 離＋（釋五十一品竟）【聖】【石】
[056011]11 〔大智度論〕－【明】，（（大智…三））十四字＝（（摩訶般若波羅蜜驗知品第五十二））十四字【聖】，（（摩訶般若波羅蜜經品第五十二驗知品趣一切智））二十字【石】
<056003>＊ 〔度〕－【宋】【宮】
[056012]12 〔一切〕－【三】【宮】
[056013]13 三＋（經作趣一切智品）夾註【宮】，三＋（品）【宮】
<056101>＊ 〔經〕－【宋】【宮】【聖】
[056101]01 （能）＋解【元】【明】
[056102]02 〔者〕－【元】【明】【宮】
[056103]03 則＝是【三】，〔則〕－【宮】
<056102>＊ 〔是〕－【石】
[056104]04 〔諸〕－【聖】
[056105]05 （修）＋般若【三】【宮】
<056103>＊ 處＝入【聖】
[056106]06 〔應〕－【聖】
[056107]07 致＋（相）【聖】【石】
<056104>＊ 〔論〕－【宋】【宮】【聖】
[056108]08 〔故〕－【三】
[056109]09 般若＋（波羅蜜）【聖】【石】
[056110]10 〔深〕－【宋】【宮】
[056111]11 名＝必【聖】
<056105>＊ 貌＝[卄/狠]【聖】
<056106>＊ 〔經〕－【宋】【宮】【聖】
[056112]12 若＋（有）【三】【聖】【石】
[056113]13 問＝聞【三】【宮】【聖】
[056114]14 嚮＝響【元】【明】
[056115]15 行＝觀【聖】
[056116]16 〔摩訶薩〕－【三】【宮】
[056117]17 （無）＋行【宋】【聖】【石】
[056118]18 法＋（相）【聖】【石】
[056119]19 若＋（薩婆若即是色）【元】【明】
[056120]20 若＋（薩婆若即是一切種智）【元】【明】
<056107>＊ 〔論〕－【宋】【宮】【聖】
[056121]21 說＝試【三】，誡【聖】【石】
<056108>＊ 邪＝耶【聖】
[056201]01 霆＝電【聖】【石】
<056201>＊ 邪＝耶【聖】
[056202]02 福德智慧＝智慧福德【聖】【石】
[056203]03 〔隨〕－【三】【宮】
[056204]04 〔心〕－【聖】【石】
[056205]05 是＝如【石】
[056206]06 〔法〕－【聖】
[056207]07 〔如〕－【三】【聖】【石】
[056208]08 別＋（釋第五十二品竟）夾註【聖】，別＋（釋五十二品竟）夾註【石】
[056209]09 ◎不分卷【石】
[056210]10 （大智…一）九字＝（大智度論經卷第七十一）十字【聖】
[056211]11 （（大智…二））十六字＝（（大智度論釋卷第七十二釋大如品第五十四））十八字【宋】【宮】，但四下宮本有品字（（摩訶般若波羅蜜品第五十三大如品））十五字【石】
<056202>＊ 〔聖者…譯〕十七字－【聖】【石】
<056203>＊ 後秦龜茲國三藏＝姚秦三藏法師【三】【宮】，〔後秦…譯〕十二字－【聖】【石】
[056212]12 ◎不分卷【石】，〔經〕－【宋】【宮】＊
[056213]13 惟＝議【宋】【宮】
[056214]14 故＋（得）【石】
[056215]15 欲＋（界）【三】【宮】
[056301]01 子＋（言）【石】
[056302]02 已＝以【石】
[056303]03 〔相〕－【元】【明】【宮】
[056304]04 〔一如〕－【三】【宮】
[056305]05 如＋（相）【石】
[056306]06 〔不〕－【宋】
[056307]07 〔有〕－【石】
[056308]08 〔是〕－【石】
[056309]09 〔故〕－【宋】【宮】
[056310]10 振＝震【三】【宮】
[056311]11 踊＝涌【三】【宮】
[056312]12 踊＝涌【元】【明】＊
<056301>＊ 踊＝涌【元】【明】
<056302>＊ 踊＝涌【元】【明】
<056303>＊ 踊＝涌【元】【明】
<056304>＊ 踊＝涌【元】【明】
[056313]13 〔論〕－【宋】【宮】＊
[056314]14 〔若〕－【三】【宮】
[056315]15 深＝染【石】
[056316]16 復＝澓【三】【宮】
[056317]17 〔如〕－【三】【宮】
[056318]18 知＝智【三】【宮】
[056319]19 惟＝中【三】，唯【宮】【石】
[056320]20 〔者〕－【石】
[056321]21 〔波羅蜜〕－【三】【宮】
[056322]22 是中＝中如【宮】
[056323]23 色＝空【宮】＊
<056305>＊ 色＝空【宮】
[056324]24 （有）＋異【元】【明】
[056325]25 〔夫〕－【三】【宮】
[056326]26 〔性〕－【石】
[056327]27 〔所〕－【三】【宮】
[056401]01 得＝礙【元】【明】【宮】【石】
[056402]02 惟＝唯【三】【宮】【石】
[056403]03 〔順〕－【石】
[056404]04 世界＝國土【石】
<056401>＊ 須★
[056405]05 〔此〕－【石】
[056406]06 窮＝礙【三】【宮】
<056402>＊ 〔經〕－【宋】【宮】
[056407]07 如＋（中）【石】＊
<056403>＊ 如＋（中）【石】
[056501]01 當＝尚【石】
[056502]02 〔淨〕－【三】【宮】
[056503]03 〔諸〕－【三】【宮】【石】
[056504]04 忍法＝法忍【三】【宮】
[056505]05 千＝十【宮】【石】＊
<056501>＊ 千＝十【宮】【石】
[056506]06 別異＝異別【三】【宮】＊
<056502>＊ 別異＝異別【三】【宮】
