#T24
#********************************************************
# 【明】── 用以校勘版本
#　＝　 ── 作
#　－　 ── 無
#　＋　 ── 有
#　＊　 ── 下同
#　…　 ── 略
#　◎　 ── 異同
#　∞　 ── 位置對調
# （）　── 與＋配合使用
# 〔〕　── 與－配合使用
# （（））─ 與＝配合使用
#　ｉ　 ── 原底本註記應作（原為日文[仁-二]）
#　ｋ　 ── 原底本註記疑似（原為日文[力]）
#　？　 ── 原校對者疑似有誤
#  ●   ── 原書印刷不清
#  ★   ── 找不到源頭的＊
#********************************************************
[009901] 〔大〕－【明】＊
[102318] 應＝當【三】【宮】
[102319] 〔持〕－【久】
[102320] 際＝齋【三】【宮】【久】＊
[102401] 倡＝唱【宋】【宮】
[102402] 故往觀聽＝往觀聽故【三】【宮】
[102403] （八者）＋不【久】
[102404] 八＝九【久】
[102405] 法＋（盡壽不得犯）【三】【宮】
[102406] 正＝政【久】＊
[102407] 如＝法【久】
[102408] 廣＝演【三】【宮】【久】
[102409] 〔受〕－【宋】【元】【宮】【久】，〔受十善戒經〕－【明】
[102410] 〔經〕－【宮】【久】
[102411] 喻＝譬【三】【宮】【久】
[102412] 馬＝為【元】【明】
[102413] 座＝床【宮】【久】
[102414] 机＝几【宮】
[102415] 妓＝伎【宋】【元】【宮】【久】
[102416] 悟＝慢【元】【明】
[102417] 焰＝夜【宮】
[102418] 天阿祇多＝阿祇夜多【宮】
[102419] 遍＝道【元】【明】，邊【宮】
[102420] 膩＝貳【宋】【宮】，尼【元】【明】
[102421] 至＝指【久】
[102422] 阿＝得【三】【久】，（得）＋阿【宮】
[102423] 佛＝師【宮】【久】
[102424] 瞰＝噉【宮】
[102425] 巴＝已【久】
[102426] 大＝入【明】
[102427] 名＝曰【三】【宮】
[102428] 倍＝億【久】
[102429] 如＝命【元】【明】
[102430] 各＝谷【久】
[102431] 蔽＝救【宮】
[102432] 我＋（唯願救我）【三】【宮】
[102433] 定＝必【宮】
[102434] 處＝[月*處]【明】
[102435] 他人債＝他人責【久】下同
[102436] （獄）＋有【三】【宮】
[102501] 可＝于【明】
[102502] 轢＝輅【久】
[102503] 劈＝擗【三】【宮】下同
[102504] 出火＝火出【三】【宮】【久】
[102505] 於＝置【三】【宮】【久】
[102506] 卒＝撮【三】【宮】【久】
[102507] 烏＝鳥【三】【宮】
[102508] 〔髓一…今〕二百八十一字－【久】
[102509] 鐵＝鑊【明】＊
[102510] 〔一〕－【宮】
[102511] 五＋（百）【三】【宮】
[102512] 火＝大【宮】＊
[102513] 華＝葉【宮】
[102514] 可＝能【三】【宮】
[102515] 鐵＝銅【三】【宮】【久】
[102516] 網＝[金*罔]【宮】，銅【久】
[102517] 〔為〕－【三】【宮】
[102518] 〔四生〕－【元】【明】
[102519] 項＝頂【三】【宮】【久】
[102520] 埠＝[土*追]【三】【宮】
[102521] 苦＝若【明】
[102601] 女＝汝【久】
[102602] 姿＝盜【久】
[102603] 〔食膿〕－【元】【明】
[102604] 〔手百千〕－【三】【宮】
[102605] 睞＝[月*來]【宮】
[102606] 臭＝嗅【宮】
[102607] 他＝化【久】＊
[102608] 〔劍林〕－【三】【宮】
[102609] [卄/梨]＝梨【三】【宮】
[102610] 〔中受大獄〕－【宮】
[102611] 獄＝獸【三】
[102612] 責＝嘖【久】
[102613] 棒＝持【久】
[102614] 齒＝嚙【三】【宮】
[102615] 机＝機【明】
[102616] 獄＝鐵【宮】【久】
[102617] 割＝刺【三】【宮】
[102618] 婬＝淫【久】下同
[102619] 火＝大【三】【宮】＊
[102620] 響＝嚮【久】
[102621] 露＝路【三】【宮】【久】
[102622] 終＝欲【元】【明】
[102623] 黐＝[米*离]【宋】【元】【宮】
[102624] 婬＝如【元】【明】
[102625] 生＝坐【三】【宮】
[102626] 解脫＝人天【宮】【久】
[102701] 野＝被【三】
[102702] 熟＝就【久】
[102703] 根＝相【久】
[102704] 頃＝項【久】
[102705] 蹴＝蹜【宋】【宮】
[102706] 洋＝融【久】
[102707] 受＝愛【宮】【久】
[102708] 渧渧＝滴滴【三】【宮】
[102709] 城＝成【久】
[102710] 辟＝譬【宋】
[102711] 謂＝說【久】
[102712] 香＝華【三】【宮】【久】
[102713] 猛＝猶【三】
[102714] 此＝比【三】
[102801] 碎＝破【元】【明】
[102802] 作＝如【三】【宮】
[102803] 火＝大【久】
[102804] 狂＝枉【三】【宮】【久】
[102805] 為數＝數百【三】【宮】
[102806] 〔黑暗…終〕十七字－【宮】
[102807] （蕀）＋刺【久】
[102808] 間＝根【久】
[102809] 網＝輞【三】【宮】
[102810] 〔鐵〕－【元】【明】
[102811] 大小＝火大【三】【宮】，大火【久】
[102812] 間＝界【元】【明】
[102813] 〔佛說〕－【久】
[102814] 此下久原本有孝謙天皇願文
[102815] 經＋（－）【宋】
[102816] 宋北印度＝宋【宋】【宮】，劉宋【元】【明】
[102817] 唯＝惟【宮】
[102818] 為＋（說）【三】【宮】
[102819] 〔道〕－【三】【宮】＊
[102820] 這＝適【三】【宮】＊
[102901] 政心＝正心【三】【宮】下同
[102902] 十＝千【三】【宮】
[102903] 入松＝入塔【三】【宮】下同
[102904] 葌＝屐【三】
[102905] 尸＋（羅）【三】
[102906] 淫[女*失]＝媱泆【三】【宮】
[102907] 女＝子【三】【宮】
[102908] 稱＝秤【三】【宮】＊
[102909] 政＝正【三】【宮】＊
[102910] 肉＝網【三】【宮】
[103001] 眼＝明【三】【宮】
[103002] 傴＝漚【三】【宮】
[103003] 政松＝正塔【三】【宮】
[103004] 耶＝藐【元】【明】
[103005] 止＝不【三】【宮】
[103006] 債＝犁【元】
[103007] 及人＝人及【三】【宮】
[103008] 〔非〕－【三】【宮】
[103009] 視＝親【元】【明】
[103101] 祇＝耨【三】【宮】
[103102] 止＝上【宋】【元】
[103103] 蜎＝蝖【宮】
[103104] 蜚＝飛【三】【宮】
[103105] 感＝慼【三】
[103106] 嚐味＝[嘗-旨+甘]五【三】【宮】
[103107] 味＋（之味）【三】【宮】
[103108] 常＝當【三】
[103109] 死＋（死）【三】【宮】
[103110] 平＝本【三】【宮】
[103111] 蜚＝飛【元】【明】
[103112] 〔甚〕－【三】【宮】
[103113] 懅＝懼【三】【宮】
[103114] 儒＝懦【元】【明】【宮】
[103115] 淤＝於【三】【宮】
[103116] 濡＝懦【三】【宮】
[103201] 見＝現【元】
[103202] 條＝調【三】【宮】
[103203] 使＝得【明】
[103204] 慈＝發【三】【宮】
[103205] 儒＝懦【元】【明】【宮】
[103206] 端＝邊【明】
[103207] 厝＝措【宋】【宮】，指【元】，止【明】
[103208] 若＝汝【明】
[103301] 監＝藍【三】，鹽【宮】
[103302] 今＝令【三】【宮】
[103303] 人＋（等）【三】【宮】
[103304] 為既＝既為【三】【宮】
[103305] 作＝信【三】【宮】
[103306] 〔言〕－【三】【宮】
[103307] 干種＝動【三】，種【宮】
[103308] 反＝返【三】【宮】
[103309] 作＝住【三】【宮】
[103310] 宿＝言【宋】【元】
[103401] 民人＝人民【三】【宮】
[103402] 經＋（一卷）【宋】
[103403] 中印度三藏＝天竺三藏法師【三】【宮】＊
[103404] （於姑藏）＋譯【宋】【元】【宮】＊
[103405] 祇樹＝祇陀【三】【宮】
[103406] 樓＝婁【三】【宮】
[103407] 〔天〕－【三】【宮】＊
[103408] 〔助〕－【三】【宮】
[103409] 彼亦＝風則【三】【宮】
[103410] 六＝十【元】
[103411] 則＝即【三】【宮】＊
[103412] 壽命＝命之【三】【宮】＊
[103413] 離＝梨【三】【宮】
[103414] 則＝亦【三】【宮】
[103415] 〔方〕－【三】【宮】
[103416] 上＝生【三】【宮】
[103417] 〔善男子〕－【三】【宮】
[103418] 〔有〕－【三】【宮】
[103419] 修集＝修習【三】【宮】下同
[103420] 怖畏＝恐怖【三】【宮】
[103501] 大喜地＝大毒蛇【宋】【元】【宮】，人決定【明】
[103502] 發故＝故發【三】【宮】
[103503] 何＝阿【元】
[103504] 是＝永【三】【宮】
[103505] 為退＝退轉【三】【宮】
[103506] 膩＝貳【宋】【宮】，尼【元】【明】
[103507] 〔優婆塞戒經〕－【明】＊
[103508] 〔經〕－【宮】＊
[103509] 姓＝性【明】
[103510] 〔之〕－【三】，〔之道〕－【宮】
[103511] 勝＋（於）【三】【宮】
[103512] 苦＝菩提性【三】【宮】
[103513] 今＝所【三】【宮】
[103601] 苦＝若【元】
[103602] 息＝自【元】
[103603] 〔身體…果〕三十六字－【三】【宮】
[103604] 〔淨法〕－【三】【宮】
[103605] 〔信邪…生〕二十字－【三】【宮】
[103606] 蜜＝密【宮】＊
[103607] 〔切〕－【三】【宮】
[103608] 諸＝謂【明】【宮】
[103701] 曰＝越【明】＊
[103702] 解脫分＋（法）【三】【宮】＊
[103703] 〔多〕－【三】【宮】
[103704] 〔念〕－【三】【宮】
[103705] 佛也＝諸佛【三】【宮】
[103706] 〔是〕－【三】【宮】
[103707] 〔漸〕－【三】【宮】
[103708] 〔若〕－【三】【宮】
[103709] 為喜地＝菩薩故【三】【宮】
[103710] 〔復〕－【三】【宮】
[103801] （有）＋二種【三】【宮】
[103802] 〔以〕－【三】【宮】
[103803] 〔人〕－【三】【宮】
[103804] 〔而〕－【三】【宮】＊
[103805] 覺＝悎【三】【宮】
[103806] 具＋（足）【三】【宮】
[103807] 渡＝度【三】【宮】下同
[103808] 猶如＝如彼【三】【宮】
[103809] 根原＝本原【宋】【明】【宮】，本源【元】
[103810] 具＝滿【三】【宮】
[103811] 利＝梨【三】【宮】
[103812] 夫＝天【宋】
[103813] ◎卷第二首【聖】，聖本譯號缺，〔優婆塞戒經〕－【明】
[103814] 一＋（者）【三】【宮】
[103901] 有＝得【三】【宮】
[103902] 因＝國【三】【宮】【聖】
[103903] 及＝如【聖】
[103904] 毫＋（相）【聖】
[103905] 雖＝難【聖】
[103906] 〔也〕－【聖】
[103907] 修＋（習）【三】【宮】
[103908] 恒沙諸＝恒河沙【聖】
[103909] 耶＝也【三】【宮】【聖】
[103910] 〔先語〕－【三】【宮】
[103911] 拜＝頂【聖】
[103912] 毛＝光【元】【明】
[103913] 次＋（第）【聖】
[103914] 次＝以【宮】，〔次得〕－【聖】
[103915] 網縵＝縵網【三】【宮】【聖】
[103916] 網縵＝縵網【三】，網【宮】【聖】
[103917] 〔向〕－【三】【宮】
[103918] 施戒＝戒施【聖】
[103919] 聞＝問【三】【宮】
[103920] 棘＝蕀【宋】【元】【宮】
[103921] 錯謬＝謬錯【聖】
[103922] 無＝不【三】【宮】
[103923] 宣＝演【聖】
[103924] 〔中〕－【三】【宮】【聖】
[103925] 無＝然【宮】
[103926] 教＝淨【三】【宮】
[104001] 〔中〕－【三】【宮】
[104002] 二＝三【聖】
[104003] 世＋（中）【聖】
[104004] 〔得〕－【三】【宮】
[104005] 自＝百【聖】
[104006] 相＝明【聖】
[104007] 聖賢＝賢聖【三】【宮】【聖】
[104008] 之人＝菩薩修是業者【三】【宮】【聖】
[104009] ◎[10]不分卷【聖】，（優婆塞戒經）＋發願【聖】
[104010] ◎[09]不分卷【聖】，（優婆塞戒經）＋發願【聖】
[104011] 力為他＝他為【三】【宮】
[104012] 生＝自【聖】
[104013] 障＝礙【聖】
[104014] 利＋（益）【三】【宮】
[104015] 惡＝著【聖】
[104016] 我＝食【聖】
[104017] 等一＝平等【聖】
[104018] 修集＝修習【三】【宮】下同
[104019] 事＝法【聖】
[104020] 〔忍〕－【三】【宮】【聖】
[104021] 是＝此【聖】
[104022] 濡＝軟【三】【宮】【聖】＊
[104101] 菩薩＝之人【聖】
[104102] 〔優婆塞戒經〕－【明】＊
[104103] 教＝轉【三】【宮】
[104104] 〔樂〕－【三】【宮】
[104105] 生死＋（中）【三】【宮】
[104106] 網＝罔【三】【宮】
[104107] 穬＝獷【元】【明】
[104108] 羊＝[這-言+羊]【聖】
[104109] 猗＝倚【元】【明】
[104110] 師＋（長）【三】【宮】
[104111] 刀＝力【聖】
[104112] 不＝無【聖】
[104113] 過罪＝罪過【三】【宮】【聖】
[104114] 怨＝恐【聖】
[104115] 相＝想【三】【宮】【聖】
[104116] 諸＝語【聖】
[104117] 伎＝技【元】【明】
[104118] 學＝覺【聖】
[104119] 生歡喜心＝心生歡喜【聖】
[104120] 〔實〕－【三】【宮】
[104121] 誡＝試【宮】
[104122] 米[序-予+禾]＝糜【聖】
[104123] 椓＝椽【三】【宮】
[104124] [洗-冼+水]＝水【聖】[25]儭＝襯【明】，親【宮】
[104126] 棄＝離【三】【宮】
[104127] 諭＝喻【三】【宮】【聖】＊
[104128] 三＝二【聖】
[104129] 不生＝而不【三】【宮】
[104130] 友＝有【聖】＊
[104131] 有＝友【明】
[104132] 非＝不【聖】
[104133] 為＝欲【聖】
[104201] 熊＝羆【三】【宮】【聖】
[104202] 獼猴＋（身羖）【聖】
[104203] 復＝我【聖】
[104204] 髓＝體【聖】
[104205] 安＝寂【三】【宮】
[104206] 名＝故【聖】
[104207] 濡＝軟【三】【宮】＊
[104208] 盲聾＝聾盲【聖】
[104209] （假）＋名【聖】
[104210] 也＝耶【三】【宮】【聖】
[104211] ◎卷第二終【聖】，此下聖本有孝謙天皇願文
[104212] 利他＝他利【三】【宮】
[104213] 菩提＋（善根）【三】
[104214] 慧＝惠【三】【宮】
[104215] 〔施〕－【宮】
[104216] 時施＝施時【宮】
[104217] 是＋（是）【三】【宮】
[104301] 行＝作【三】【宮】
[104302] 天人＝人天【三】【宮】
[104303] 〔二福〕－【宮】
[104304] 樂＋（近）【三】【宮】
[104305] 一＋（者）【三】
[104306] 能得＝得名【三】【宮】
[104307] 自利＝能自【三】【宮】
[104308] 〔者〕－【宋】【元】【宮】
[104309] 八＋（者）【明】
[104310] 喜樂＝樂喜【三】【宮】
[104311] 蓋＝苦【三】【宮】
[104312] 自利＝為自【三】【宮】
[104313] 錯＝諸【元】
[104314] 淨＝清【三】【宮】
[104401] [口*兄]＝況【元】
[104402] 〔知〕－【三】【宮】
[104403] 有＝十【元】
[104404] （自）＋持【三】【宮】
[104405] 饒財＝財饒【三】【宮】
[104406] 〔者〕－【三】【宮】
[104407] 成＝盛【三】【宮】
[104408] 此＝是【三】【宮】
[104501] 〔恥〕－【三】【宮】
[104502] 愍＝心【三】【宮】
[104503] 受＝少【三】【宮】
[104504] 逕＝經【三】【宮】
[104505] 友＝厚【三】【宮】
[104506] 〔法〕－【三】
[104507] 二法＝三法【宮】
[104508] 一＝二【三】【宮】
[104509] 足＝是【三】【宮】
[104510] 二＋（者）【三】【宮】
[104601] 解＝能【三】【宮】
[104602] 弊＝蔽【宋】【元】【宮】
[104603] 〔是人〕－【三】【宮】
[104604] 〔善男子〕－【三】【宮】
[104605] 破＝壞【三】【宮】
[104606] 諭＝喻【三】【宮】＊
[104607] 和上＝和尚【明】下同
[104608] 造＝告【三】【宮】
[104609] 在＝其【三】【宮】
[104610] 〔王〕－【三】【宮】
[104611] 者＝苦【三】【宮】
[104612] 無求＝不取【三】【宮】
[104613] （於）＋王【三】【宮】
[104701] 〔在家菩薩〕－【三】【宮】
[104702] 慧＝惠【三】【宮】＊
[104703] 蒲＝蒱【三】【宮】
[104704] 菩薩＝之人【三】【宮】
[104705] 〔優婆塞戒經〕－【明】＊
[104706] 人有＝有人【三】【宮】
[104707] 〔言〕－【三】【宮】＊
[104708] 將＝持【三】【宮】
[104709] 【之】－【三】【宮】＊
[104710] 〔有〕－【三】【宮】
[104711] 給＝養【三】【宮】
[104712] 〔不令失時〕－【三】【宮】
[104713] 痛＝瘦【三】【宮】
[104714] 〔種〕－【三】【宮】
[104715] 僕＝使【三】【宮】
[104716] 惟＝唯【宋】【元】【宮】
[104717] 〔受〕－【三】【宮】
[104718] 〔曾〕－【三】【宮】
[104719] 也＝耶【三】【宮】＊
[104720] 〔將〕－【三】【宮】＊
[104721] 不＝耶【三】【宮】
[104722] 〔無根人〕－【三】【宮】
[104723] 戒齋＝齋戒【宮】
[104724] 乎＝耶【三】【宮】
[104725] 〔十〕－【三】【宮】
[104801] 〔樂〕－【三】【宮】
[104802] 羅＝罹【明】
[104803] （善男子）＋若【三】【宮】
[104804] 外物一切＝一切外物【明】
[104805] 惡＝不應【三】【宮】
[104806] 〔復〕－【三】【宮】
[104807] 〔得〕－【三】【宮】＊
[104808] 壓＝押【宋】【宮】
[104809] 羅網＝羅網【宮】
[104810] 蒱＝蒲【元】
[104811] 伎＝妓【三】【宮】＊
[104812] 〔喜〕－【三】【宮】
[104813] 病苦壯少＝時病苦少壯【三】【宮】
[104814] 〔求〕－【明】
[104815] 〔財〕－【宋】【元】【宮】
[104816] 〔養〕－【三】【宮】
[104817] 博＝轉【三】【宮】
[104818] 擬＝俟【三】
[104901] 〔已〕－【三】，已滿＝已【宮】
[104902] 之根本也＝根本【三】【宮】
[104903] 不能＝能不【三】【宮】
[104904] 〔戒〕－【三】【宮】
[104905] （是）＋名【三】【宮】
[104906] 〔三〕－【三】【宮】
[104907] 受持戒已＝戒【三】【宮】
[104908] 煖＝暖【宋】【元】【宮】下同
[104909] 熏＝勳【三】【宮】
[104910] 邊界＝不遍【三】【宮】
[104911] 污惡＝惡心【三】【宮】
[104912] （[曷-曰]）＋分【三】【宮】
[104913] 〔諸〕－【三】【宮】＊
[104914] 月＝一【三】【宮】
[105001] 未＝求【三】【宮】
[105002] 〔盂〕－【三】【宮】
[105003] 稼＝種【三】【宮】
[105004] [卄/瓜]＝蓏【三】【宮】
[105005] 〔前〕－【三】【宮】
[105006] 賦＝付【三】【宮】
[105007] 之＝者【三】【宮】
[105008] 養蠶＝養蠱【宮】
[105009] 有＝若【三】【宮】
[105010] 慈＝淨【三】【宮】
[105011] 事＝法【三】【宮】
[105012] 作＝行【三】【宮】
[105013] 善知＝知善【三】【宮】＊
[105014] 淨＝上【三】【宮】
[105101] 〔世〕－【三】【宮】
[105102] 三＝二【元】
[105103] 〔來〕－【三】【宮】
[105104] 〔勝〕－【三】【宮】
[105105] 〔因〕－【三】【宮】
[105106] 佛從＝從佛【宮】
[105107] 久＝又【三】【宮】
[105108] 如＋（來以）【三】【宮】
[105109] 修集＝修習【三】【宮】
[105110] 和上＝和尚【元】【明】
[105111] 〔福〕－【三】【宮】
[105112] 〔者〕－【三】【宮】
[105113] 二＝一【元】【明】
[105114] 一＋（者）【三】【宮】
[105115] 共＝供【宋】【元】
[105116] 綖＝綵【宮】
[105117] 〔讚〕－【三】【宮】
[105118] 鎖＝璅【宋】【宮】下同
[105119] 之＝人【三】【宮】
[105201] 自若＝若自【三】【宮】
[105202] 〔作訖〕－【三】【宮】
[105203] 鎖＝璅【宮】
[105204] 紼＝拂【三】【宮】
[105205] 如＋（是）【三】【宮】
[105206] 酥＝蘇【宋】【宮】＊
[105207] 之＝也【三】【宮】
[105208] 有＝佛【三】【宮】
[105209] 密＝蜜【宮】
[105210] 像毀壞＝毀壞像【三】【宮】
[105211] 讀誦＝誦讀【三】【宮】
[105212] 為＝行【三】【宮】
[105213] 蜜＝密【宮】＊
[105214] （布）＋施【三】【宮】
[105215] 布施＝施者【三】【宮】
[105216] 〔報〕－【宮】
[105217] 羞愧＝愧羞【三】【宮】
[105218] （有）＋人【三】【宮】
[105219] 合和＝和合【三】【宮】
[105301] 力時＝時力【三】【宮】
[105302] 和上＝和尚【三】【宮】
[105303] 長老＝長者【元】
[105304] 〔者〕－【三】【宮】＊[05]恐=怨【三】【宮】
[105306] （因忍…故）九字＝（若人能忍內外惡事是因緣故獲）十三字【三】【宮】
[105307] 〔修善〕－【三】【宮】
[105308] 〔莊嚴菩提者〕－【三】【宮】
[105309] 布＝持【三】
[105310] 〔也〕－【三】【宮】
[105311] 相＝想【三】【宮】
[105401] 〔優婆塞戒經〕－【明】
[105402] 有＝若【三】【宮】＊
[105403] 果壽＝壽果【元】
[105404] 財饒＝饒財【三】【宮】
[105405] 車渠＝硨磲【元】【明】
[105406] 馬瑙＝碼[瑙-王+石]【明】
[105407] 已＝者【三】【宮】＊
[105408] 得＝兼【宮】
[105409] 先＝上【三】【宮】
[105410] 修集＝修習【三】【宮】
[105411] [卄/瓜]＝瓜【三】【宮】
[105412] 主得果報＝施主得報【三】【宮】
[105413] 三＋（種）【三】【宮】
[105414] 泉＝潢【宮】
[105415] （貪）＋惜【三】【宮】
[105416] 也＝耶【三】【宮】＊
[105501] 憐＝怜【宋】【元】【宮】
[105502] 杖＝仗【宋】【元】【宮】
[105503] 〔不〕－【宮】
[105504] 捨＝逸【三】
[105505] ◎卷第六雜品之二首【久】，此下久原本有曇無讖三字
[105506] 果＝報【久】
[105507] 慳＝惱【宮】
[105508] 諸＝於【久】
[105509] 想＝相【三】【宮】
[105510] [貝*致]＝[貝*質]【宋】【宮】，質【元】【明】
[105511] [卑*頁]＝睥【宋】，俾【宮】【久】
[105512] 敬＝數【久】
[105513] 業＝棄【久】
[105514] 又復＝復有【三】【宮】＊
[105515] 〔自鄙無物〕－【三】【宮】
[105516] 〔善男子〕－【三】【宮】
[105517] 聖賢＝賢聖【三】【宮】
[105518] 因＋（緣）【久】
[105519] 〔心〕－【久】
[105520] 相＝想【三】【宮】【久】
[105521] 人＝身【久】
[105522] 嫉＝[怡-台+吝]【三】【宮】
[105523] 人天＝天人【久】
[105524] [怡-台+吝]＝貪【三】
[105525] 礙＝癡【明】
[105526] 〔塵〕－【三】【宮】【久】
[105527] 恐怖＝怖畏【久】
[105528] 天人＝人天【三】【宮】
[105529] 知＝其【三】【宮】
[105530] 施＝以【久】
[105601] 心生＝生心【久】
[105602] 至＋（彼）【三】【宮】
[105603] 莫＝無【三】【宮】
[105604] 懅＝匱【明】，劇【宮】，遽【久】
[105605] 蕩＝盪【久】
[105606] 也＝耶【三】【宮】【久】
[105607] 揣＝搏【久】＊
[105608] 有＝當【久】
[105609] 裸＝體【久】
[105610] 綖＝線【久】
[105611] 身＝自【久】
[105612] 心＝以【久】
[105613] 猶＝獨【久】
[105614] 施與＝與之【三】【宮】
[105615] 病＝醫【久】
[105616] 芽＝牙【宋】【宮】下同
[105617] 已＝以【三】【宮】
[105618] 則＝得【久】
[105619] 糞＝異【宮】
[105620] 增＝壞【三】【宮】【久】
[105621] 好＝妙【三】【宮】
[105622] 異＝受【久】
[105623] 酥＝蘇【宋】【宮】
[105624] 妨＝然【元】【明】
[105625] 即作＝作即【久】
[105701] 殺＝教【久】
[105702] 似＝續【久】＊
[105703] 果雖俱＝異雖具【久】
[105704] 〔者〕－【三】【宮】【久】
[105705] 火＝大【三】【宮】
[105706] 辜＝事【三】【久】，罪【宮】
[105707] [貝*為]＝賭【三】【宮】【久】
[105708] 當輸罰負＝我當輸汝【三】【宮】
[105709] 責＝索【三】【宮】
[105710] 〔岸〕－【三】【宮】【久】
[105711] 不度＝不可度也【久】
[105712] 彼此＝此彼【三】【宮】【久】
[105713] 護＝功【三】【宮】【久】
[105714] 滅＝減【三】【宮】
[105715] 燈＝燒【久】
[105716] 油＝由【久】
[105717] 彼有此＝此有彼【久】
[105801] 根＋（牙）【久】
[105802] 熱＝熟【宮】【久】
[105803] 無＋（無）【久】
[105804] 銷＝消【三】【宮】【久】
[105805] 力好色＝色好力【久】
[105806] 亡＝忘【久】
[105807] 受也＝作受【久】
[105808] ◎[10]不分卷及品【久】
[105809] 雜品＋（第十九）【明】
[105810] ◎[08]不分卷及品【久】
[105811] 畏怖＝怖畏【久】
[105812] 勝他＝他求【宮】
[105813] 以＝為【久】
[105814] 欲令他＝令他人【久】
[105815] 本＝奉【久】
[105816] 有＝死【久】
[105817] 離＝有【久】
[105818] 擇選＝選擇【三】【宮】【久】
[105819] 施＝等【久】
[105820] 若＝苦【元】
[105821] 濡＝軟【三】【宮】＊
[105822] 其＝得【久】
[105823] ◎卷第六終【久】，此下久原本有天平寶字五年十二月七日願主光覺頭優婆夷智高智戒二十三字
[105824] 今為汝＝為【三】【宮】
[105825] 悔＝亂【三】【宮】
[105826] 財饒＝饒財【明】
[105827] 已＝以【三】【宮】
[105901] 也＝耶【三】【宮】＊
[105902] 不以＝以不【三】【宮】
[105903] 愧＝惱【三】【宮】
[105904] 玔＝釧【三】【宮】
[105905] 名＝為【三】【宮】＊
[105906] 餓鬼＋（中）【三】【宮】
[105907] 生＝主【元】
[105908] 竟＝既【三】【宮】
[105909] 憐＝怜【宮】
[105910] 祀祠＝祠祀【三】【宮】
[105911] 祠＝祀【三】【宮】
[105912] 酥＝蘇【宋】【宮】
[105913] 房＝屋【三】【宮】
[106001] 任＝住【三】【宮】
[106002] 棄＝喜【三】【宮】
[106003] 不思議＋（施）【三】【宮】
[106004] 切＝曰【元】
[106005] 〔心〕－【宮】
[106006] 果＝報【三】【宮】
[106007] 已思＝以用【三】【宮】
[106008] 二＝三【宋】【宮】
[106009] 受＝多【三】【宮】
[106010] 二＝一【宮】
[106011] 外＋（物）【三】【宮】
[106012] 授＝受【明】
[106013] 復＝後【三】【宮】
[106014] 寶物＝物寶【宮】
[106015] 錢湯＝賤湯【三】，錢易【宮】
[106016] 〔知〕－【三】【宮】
[106017] 差＝瘥【宋】【明】【宮】＊
[106018] 凹＝曲【宮】
[106019] 基埵＝埵基【三】【宮】
[106020] 燭燈＝燈燭【三】【宮】
[106021] [阿-可+登]＝橙【宋】【宮】
[106022] 渡＝[仁-二+庶]【宋】
[106101] 得＝行【宋】【元】
[106102] 怖＝怪【宋】【元】
[106103] 亡＝喪【三】【宮】
[106104] 暖＝煖【三】【宮】
[106105] 量＝履【三】【宮】
[106106] 熏＝勳【宋】【宮】
[106107] 壁＝蜂【三】【宮】
[106108] 毒＝每【宋】
[106109] 摘抓＝摘爪【三】，指爪【宮】
[106110] 鉤＝鉋【宮】
[106111] 和上＝和尚【三】【宮】
[106112] 後＝作【宋】【元】
[106113] 修集＝修習【三】【宮】＊
[106114] 〔優婆塞戒經〕－【明】＊
[106115] 僧＋（中）【三】【宮】
[106116] （歸）＋依【三】
[106117] 懸＝玄【宋】【元】【宮】，亦【明】
[106118] 庠＝詳【三】【宮】
[106119] 斷除＝除斷【三】【宮】
[106201] 求有優婆塞＝有求優婆夷【三】【宮】
[106202] 淨潔＝潔淨【三】【宮】
[106203] 祠祀＝祀祠【三】【宮】
[106204] 邪＋（見）【三】【宮】
[106205] 宿＝星【三】【宮】
[106206] 攘＝禳【三】
[106207] 大＝本【三】【宮】
[106208] 儀＝義【三】【宮】
[106209] （如）＋是【三】
[106301] 在家＋（菩薩）【三】
[106302] 果報＝果執【元】
[106303] [木*奈]＝奈【三】【宮】
[106304] 蠰＝攘【宋】【宮】，儴【元】【明】
[106305] 復＝後【元】【明】
[106306] 滓＝濁【三】【宮】
[106307] 菩薩＝之人【三】【宮】
[106308] 業惡＝惡業【三】【宮】
[106309] 二＋（者）【三】【宮】
[106310] 俱＝如【三】【宮】
[106401] 可＋（得）【三】【宮】
[106402] 天人＝人天【三】【宮】
[106403] 水＝流【三】【宮】
[106404] （若）＋善男子【三】【宮】
[106405] 更＝愛【宮】
[106406] 為＝名【三】【宮】
[106407] 勒故＝勒【宋】【宮】，勤【元】【明】
[106408] 〔也〕－【三】【宮】＊
[106409] 官＝關【三】【宮】
[106501] 〔之〕－【三】【宮】＊
[106502] 和上＝和尚【明】
[106503] 修集＝修習【三】【宮】下同
[106504] 似像＝像似【三】【宮】
[106505] 二＝三【元】
[106506] 〔優婆塞戒經〕－【明】＊
[106507] 惰＝墮【宋】【元】【宮】
[106508] 佛＋（世尊）【三】【宮】
[106601] 〔禁〕－【三】【宮】
[106602] 生＝善【三】【宮】
[106603] 今我＝我今【三】【宮】
[106604] （深）＋自【三】【宮】
[106605] 具＋（足）【宮】
[106606] 〔之一〕－【三】【宮】
[106607] 已＝色【宮】
[106608] 有＝友【三】【宮】＊
[106609] 業＝善【三】【宮】
[106610] 因＝由【三】【宮】
[106701] [女*石]瞋＝瞋[女*石]【三】【宮】
